직무명,회사명,위치,자격요건,우대사항
HW(센서) 개발자,모빅랩,인천.한국,"
• 초음파 센서 개발 및 품질 테스트 경력을 보유하신 분
• 전자회로(아날로그, 디지털) 개발 경력을 보유하신 분
• PCB, 아트웍에 대한 이해와 업무 추진 경력을 보유하신 분
• 그 외 위 담당 업무 경험을 보유하신 분
• 운전(2종 이상) 가능하신 분
우대사항","
• 진동, 전류, 전압센서 개발 및 품질 테스트 경력을 보유하신 분
• FPGA 개발(verilog 프로그래밍 및 주변 회로 설계) 경력을 보유하신 분
• 임베디드 리눅스 개발(C 프로그래밍) 및 MCU 프로그래밍 경력을 보유하신 분
• 양산 제품 개발 경험이 있으신 분

회사 공통 우대사항
• 삶의 목표가 명확하신 분
• 삶의 목표 중 일부인 커리어가 모빅랩의 목표와 70%이상 일치하며, 모빅랩에 입사하여 이루고자 하는 목표가 분명하신 분
• 모빅랩의 성장과 본인의 성장을 위해 끊임없이 노력하고자 하는 의지가 있으신 분
• 본인의 실수를 인정하고, 개선 방향을 수립하여 같은 실수를 반복하지 않고자 하는 의지가 있으신 분
• ‘잘 질문하고, 잘 대답하자.’라는 슬로건에 맞게 소통하실 수 있는 분 
• ‘다니고 싶은 회사’로 모빅랩을 함께 만들어 나가고자 하는 의지가 있으신 분
혜택 및 복지
• 하루 8시간, 야근없이 집중하는 문화 정착 
• 자율적 업무환경
• 직무 수행에 필요한 최신 장비/소프트웨어 제공
• 점심 및 간식 제공
• 대학원 진학 희망 시 학기당 200만원 장학금 지원
   : 인하대학교 가족기업으로 인하대 대학원 지원시 학기당 등록금 30% 할인(장학금)
• 휴가다운 휴가 (사유나 승인없이 스스로 휴가 계획, 3/5/7년 만근시 2주 리프레시 휴가)
• 업무 관련 컨퍼런스/교육/도서구매비 지원
• 종합건강검진 지원
• 경조 휴가 및 경조금 지원 (생일/결혼/출산/장례 등)
• 명절 상품권 지급
• 정부정책사업(휴가비지원사업, 청년내일채움공제, 중소기업소득세감면 등) 적극 지원"
웹 사이트 퍼블리셔,대교씨엔에스,서울.한국,"
- 웹사이트 퍼블리싱 분야 경력이 5년 이상인 사람
우대사항","
- Vue.js, React.js 등 js 프레임워크 사용 경험/ 성능 최적화 경험

- 보훈대상자 우대
혜택 및 복지
• 생일자 반차쿠폰 / 생일자 축하금 지원
• 유연근무제 시행(시차 및 선택적 근로) 
• 교육비 연100만원
• 자격취득축하금 / 지원금 / 자격증 수당
• 종합건강검진(1회/2년)
• 장기근속&우수사원포상
• 직책수당, 기술수당
• 동호회활동지원
• 경조비지급
• 명절선물지급
• 휴양시설(콘도) 
• 스마트캐주얼"
시스템 엔지니어,대교씨엔에스,서울.한국,"
• 경력 3년 이상
우대사항","
ㆍAIX 관련 자격증 보유

ㆍ필드 근무 경력 우대

ㆍ보훈대상자 우대
혜택 및 복지
• 생일자 반차쿠폰 / 생일자 축하금 지원
• 유연근무제 시행(시차 및 선택적 근로) 
• 교육비 연100만원
• 자격취득축하금 / 지원금 / 자격증 수당
• 종합건강검진(1회/2년)
• 장기근속&우수사원포상
• 직책수당, 기술수당
• 동호회활동지원
• 경조비지급
• 명절선물지급
• 휴양시설(콘도) 
• 스마트캐주얼"
Web/PHP Engineer,머니투데이,서울.한국,"
• PHP 기반 서버-클라이언트 어플리케이션 개발 (4년이상)
• HTML / CSS / JAVASCRIPT 활용 능력
• RESTFul API를 이용한 백엔드 연동 개발 경험
• SQL/DBMS에 대한 이해
• 반응형 웹 개발 경험
• 개발에 대한 본인의 참여도가 포함된 포트폴리오 제출 필수
우대사항","
• 웹 표준 / 웹 접근성에 대한 이해
• 협업툴 경험자 (JIRA/CONFLUENCE/GIT/MOQUPS)
• 기본적인 LINUX 명령 사용 능력
• 기본적인 네트워크 구조 이해
• 개발환경에 필요한 미들웨어 설치 능력
• 원활한 문서 작업
혜택 및 복지
• 아침 / 점심 / 저녁 / 간식 제공
• 연차마다 상승하는 선택적 복지포인트 제공 (현금처럼 사용 가능)
• 각종 경조금 지원
• 개인 노트북 (또는 데스크톱) 제공
• 통신비 지원 (매달 5만원)
• 매년 종합 건강검진 (배우자 포함)
• 상해보험
• 회식 참석 강요 안함"
모빌리티 서버 소프트웨어 개발자,애니랙티브,서울.한국,"
• 근무지 : 성수동 본사 및 파견지(용인, 양재)
• 전문학사 이상
• 컴퓨터 공학 혹은 소프트웨어 관련 학과 전공자
• 서버 소프트웨어 개발 경험자
• 소프트웨어 플랫폼 아키텍처 분석 가능자
• Python, Php, C, JAVA and JSP 등 서버 기반 언어/툴 사용 가능자
• 소프트웨어 플랫폼 아키텍처 분석 가능자
• 연령 25~40세 이하
우대사항","
• 비즈니스 영어 회화 가능자
• 서버 소프트웨어 플랫폼 개발 및 상용화 경험 보유자
• Public Cloud 기반 서버 아키텍처 및 서버소스 개발 경험 보유자
• 차량 연동 서비스 개발 경험 보유자
• 소프트웨어 통합 및 형상 관리 관련 개발 경험 보유자(Yocto, Git, Jenkins 등)발 Tool 
  활용 능력 보유자
혜택 및 복지
• 급여제도 : 4대보험, 연봉 외 퇴직금
• 근무환경 : 회의실, 다양한 음료 및 간식제공, 
• 조직문화 : 수평적 분위기, 자유로운 연차사용, 야근강요 없음"
개발 리더/시니어 개발자,더라피스,서울.한국,"
# 이런 경험이 필요합니다
- 3년 이상의 실무 경험
- Python, Django(DRF)를 능숙하게 사용하실 수 있는 분
- REST API 설계 및 개발 경험
- AWS 기반의 아티텍쳐 설계 경험

# 이런 경험이 있으시면 더 좋습니다
- 사내 운영용 페이지 기획 및 개발
- B2C 서비스/프로젝트 경험

# 이런 성향의 분을 원합니다!
- 원격근무 환경에서의 협업을 위해 원활한 문서 공유 능력을 지니신 분
- 스타트업 문화를 경험하고 싶으신 분
- 서비스 개선에 아이디어를 내고 반영되는 것을 경험하고 싶으신 분
- 웰니스 라이프와 다양한 취미에 열린 마음을 가지신 분




[현재 기술 스택]

# AWS SaaS를 활용하여 Serverless
- S3, API Gateway, Lambda
- CloudWatch, CloudFront
- AWS Aurora, DynamoDB


# 프론트
React와 Typescript, 빠른 개발과 컴포넌트 활용을 위해 SPA,
활발한 개발 생태계와 RN과의 연계성을 고려해 React를 선택했고 SSR을 위해 Next.js를 도입했습니다.
- React, Next.js
- Typescript
- Styled-Component
- MobX
- Prettier


# 백엔드
- python Django/Flask
- Django/DRF
- Flask
- Zappa


# 서드파티
- 빠른 제품 개발을 위한 Airtable
- 에러를 알려주는 Sentry


#협업 툴
- 코드 버전 관리 github
- 디자이너와의 협업 Figma
- 위키 & 작업관리 - Notion
- 메신저  Slack
우대사항","
•
혜택 및 복지
[포지션 혜택] 
- 높은 수준의 스톡옵션 또는 주식 부여 
- 경력과 경험에 따라 임원급으로 계약


[웰리 문화]

- 컨디션을 고려한 유연한 출퇴근 시간을 운영합니다.
- 원격 근무를 장려하고 자유롭게 조절하며 일합니다.
- 자율적인 목표 관리와 휴식을 지향합니다.

[기본 지원]
- 4대 보험 등 기본 복지
- 재택 및 출근 자율 (매주 1회 오프라인 전체 회의) 
- 업무에 필요한 도서, 장비 지원
- 워크샵, 교육, 세미나, 컨퍼런스 지원"
백엔드 개발자(커넥트 팀),아드리엘(Adriel),서울.한국,"
• Javascript (Node.js) 사용에 능숙하신 분

• Node.js 기반 express.js 과 같은 웹 프레임워크에 대한 사용경험이 있으신 분

• 비동기 프로그래밍에 대한 이해도가 높으신 분

• 외부 시스템 연동 경험이 많으신 분(e.g. facebook, google etc.) / 자주 변경되는 외부시스템 API를 바로 적용하실 수 있는 분 혹은 바로 대응하실 수 있는 분

• 관계형 데이터베이스 (Relational Database) SQL을 사용하실 수 있는 분e.g.) PostgreSQL or MySQL, etc.

• Git과 같은 코드 버전 관리 시스템을 능숙하게 사용하실 수 있는 분 (e.g. git-flow)

• 영어 회화 환경에서 편안하게 일하실 수 있는 분(필수사항이며 영문이력서를 요청드릴 수 있습니다.)
우대사항","
• Vue.js 와 같은 프론트엔드 프레임웍에 친숙하신 분

• AWS를 이용한 서버구성 경험

• 전산/컴퓨터공학 관련 학위

• 긍정적인 업무 태도와 마인드
혜택 및 복지
＜업무 환경＞
- 테라스와 아름다운 뷰가 있는 편안하고 산뜻한 업무 공간 (5호선 광화문역, 3호선 안국역, 1호선 종각역에서 가까운 독립 사무공간)
-  무료 건강검진, 헬스장 (스포짐) 무료 이용 지원
- 커피, 샐러드, 다이어트 도시락, 라면, 음료수, 간식 무한 제공
- 도서 구입 / 유료웨비나 / 컨퍼런스 무한 지원

＜기업 문화＞
- 최고의 기업 복지는 ""합리적인 의사 결정 문화""라고 믿고 실행하는 경영진
- 능력에 따라 사측이 먼저 수시로 제안하는 연봉 협상
- 개인의 능력/책임감에 따라 자율근무/재택근무 장려
- 묻지도 따지지도 않는 연차휴가 (1년 이전 : 11일, 1년 이상 : 20일) 사용
- 과정보다는 결과를 중시하고 최신 기술 학습을 장려하는 문화"
백엔드 개발자,아드리엘(Adriel),서울.한국,"
• Javascript (Node.js) 사용에 능숙하신 분

• Node.js 기반 express.js 과 같은 웹 프레임워크에 대한 사용경험이 있으신 분

• 비동기 프로그래밍에 대한 이해도가 높으신 분

• 외부 시스템 연동 경험이 많으신 분(e.g. facebook, google etc.)

• 관계형 데이터베이스 (Relational Database) SQL을 사용하실 수 있는 분e.g.) PostgreSQL or MySQL, etc.

• Git과 같은 코드 버전 관리 시스템을 능숙하게 사용하실 수 있는 분 (e.g. git-flow)

• 영어 회화 환경에서 편안하게 일하실 수 있는 분(필수사항이며 영문이력서를 요청드릴 수 있습니다.)
우대사항","
• Vue.js 와 같은 프론트엔드 프레임웍에 친숙하신 분

• AWS를 이용한 서버구성 경험

• 전산/컴퓨터공학 관련 학위

• 긍정적인 업무 태도와 마인드
혜택 및 복지
＜업무 환경＞
- 테라스와 아름다운 뷰가 있는 편안하고 산뜻한 업무 공간 (5호선 광화문역, 3호선 안국역, 1호선 종각역에서 가까운 독립 사무공간)
-  무료 건강검진, 헬스장 (스포짐) 무료 이용 지원
- 커피, 샐러드, 다이어트 도시락, 라면, 음료수, 간식 무한 제공
- 도서 구입 / 유료웨비나 / 컨퍼런스 무한 지원

＜기업 문화＞
- 최고의 기업 복지는 ""합리적인 의사 결정 문화""라고 믿고 실행하는 경영진
- 능력에 따라 사측이 먼저 수시로 제안하는 연봉 협상
- 개인의 능력/책임감에 따라 자율근무/재택근무 장려
- 묻지도 따지지도 않는 연차휴가 (1년 이전 : 11일, 1년 이상 : 20일) 사용
- 과정보다는 결과를 중시하고 최신 기술 학습을 장려하는 문화"
JavaScript Front End 개발,비에스지파트너스,서울.한국,"
• 중간 내지 유창한 영어능력 (Reading & Writing)
• React JS 2년 이상 실무경험
• OpenUI5 UI 컴포넌트를 활용하는것에 거부감이 없음.
우대사항","
• SAP ERP 직접 혹은 간접 경험
• NPM 모듈 패키지 배포 경험
혜택 및 복지
• 4대 보험"
신입 소프트웨어 엔지니어,하이퍼리즘,서울.한국,"
- 최소 한가지 프로그래밍 언어를 능숙하게 사용하는 분
- 컴퓨터공학 전반(데이터구조, OS, DB, 네트워크 등)에 대한 이해가 있는 분
- 비동기 / 병렬 프로그래밍에 익숙하신 분
- Performance-critical한 소프트웨어 개발 경험이 있는 분
우대사항","
- Rust를 사랑하는 분
- 모던 C++ 혹은 Rust를 사용하여 상용 서비스를 개발하고 출시한 경험이 있는 분
- 오픈소스 프로젝트에 기여한 경험이 있는 분
- 트레이딩 시스템(거래소, 트레이딩 봇 등) 개발 경험이 있는 분
- 로우 레이턴시 실시간 서비스 개발 경험이 있는 분
- 데이터베이스 구축 및 사용 경험이 있는 분
- AWS, GCP 등의 클라우드 플랫폼에 익숙한 분
- 블록체인 및 암호화폐 기술에 대한 전반적인 이해가 있는 분
- 스마트 컨트랙트 프로그래밍 경험이 있는 분
혜택 및 복지
- 근무시간: 09:30 - 18:30
- 야근 없고 자유로운 분위기의 사무실
- 점심 식대 제공
- 팀워크를 위한 주기적인 해외/국내 워크샵 (갔던 곳: 홍콩, 일본, 베트남, 제주도 등)
- 낙성대역 도보 0분: 서울 관악구 남부순환로 1925 호전클리닉스타워 6층
- 16인치 MacBook Pro(M1) 및 4k 모니터 제공"
리드 소프트웨어 엔지니어,하이퍼리즘,서울.한국,"
- 8년 이상의 소프트웨어 개발 경력
- C / C++ / Rust 등 시스템 프로그래밍 언어를 능숙하게 사용할 수 있는 분
- 컴퓨터공학 전반에 대한 깊은 이론적인 이해가 있는 분
- 정교한 비동기 / 병렬 프로그래밍을 할 수 있는 분
- 8명 이상의 개발 조직을 리드하고 중대형 프로덕트의 개발 및 배포 프로세스를 진행한 경험이 있는 분
- 고성능 시스템을 개발하고 프로파일링 및 고도의 최적화를 직접 진행하는데 익숙한 분
우대사항","
- Rust를 사랑하는 분
- 오픈소스 프로젝트를 활발하게 유지/보수하는 분
- 트레이딩 시스템(거래소, 트레이딩 알고리즘 등) 개발 경험이 있는 분
- 블록체인 및 암호화폐 기술에 대한 전반적인 이해가 있는 분
- 스마트 컨트랙트 프로그래밍 경험이 있는 분
혜택 및 복지
- 근무시간: 09:30 - 18:30
- 야근 없고 자유로운 분위기의 사무실
- 점심 식대 제공
- 팀워크를 위한 주기적인 해외/국내 워크샵 (갔던 곳: 홍콩, 일본, 베트남, 제주도 등)
- 낙성대역 도보 0분: 서울 관악구 남부순환로 1925 호전클리닉스타워 6층
- 16인치 MacBook Pro(M1) 및 4k 모니터 제공"
데이터 사이언티스트 [전문연구원/전직 가능],아이오크롭스,서울.한국,"
이런 분을 기다리고 있어요
• 2년 이상의 AI 관련 프로젝트 경력을 가지신 분 (대학원 연구실 프로젝트 경력 포함)
• PyTorch 또는 Tensorflow를 이용한 딥러닝 프로젝트에 경험이 있으신 분
• MNIST/CIFAR 이외의 이미지 데이터 혹은 시계열 데이터를 활용하여 프로젝트를 진행하신 분
• 머신 러닝 관련 논문을 읽고, 이해하고, 구현이 가능하신 분
• 각 구성원들과의 원활한 커뮤니케이션을 통해 프로덕트를 디벨롭 시켜나갈 수 있는 분
• 아이오크롭스의 비전과 미션에 공감하고 함께 하고 싶으신 분
우대사항","
이런 분이면 더 좋아요
• 3D 센서로 데이터를 추출하고 이를 비전 모델 학습에 이용 해보신 분
• 강화학습을 다루어보셨거나 및 시뮬레이터(미분방정식 모델)를 만들어보신 분
• 강화학습 및 최적화 기법으로 데이터 기반의 작물 재배 연구에 관심이 있으신 분
• 인공지능을 비즈니스 모델로 어떻게 발전시킬 수 있을지 고민하실 수 있으신 분
• Ag-Tech에 대한 기본적인 이해나 관심이 있으신 분 (농업 관련 지식은 필수는 아니에요)
혜택 및 복지
• 유연 근무 : 오전 8시~11시 사이에 자율출근, 8시간 근무 후 퇴근
• 간식 무한 제공, 식비 전액 지원
• 최신 PC 및 업무용 디바이스 지원
• 자유로운 연차/반차 사용
• 업무 관련 도서 구매, 강의∙컨퍼런스 참석 등 지원
• 매주 월요일, Notion으로 개별 멤버 목표&성과 공유 및 이슈 토론
• 2~3주에 1번씩 타운홀 미팅 : 전사 목표&성과 체크


[합류 여정]
서류 전형 → 1차 실무면접 → (간단한 과제) → 2차 Fit면접 → 최종 합격
* 채용 절차는 포지션에 따라 변경될 수 있습니다.
* 지원자님에 대해 좀 더 알아가고 싶은 경우, 간단한 과제가 주어질 수 있습니다.
- 근무 형태 : 정규직 (수습기간 3개월)
- 근무 지역 : 서울시 강남구 역삼로 168 팁스타운S6, 5층

[지원 방법]
아래 항목을 포함하여 원티드를 통해 지원서를 보내주세요 :) 
- 간단한 본인 소개
- 이력서
- 포트폴리오

* 채용에 필요하지 않은 과도한 개인정보는 포함시키지 말아주세요.
* 지원서 형식은 hwp(한글)을 제외한 Word, PDF, Notion, Github 링크 등 자유롭게 선택해 주세요."
